Product ID,Code,Product Name,Image URL,Created Date,CHR File Name,DP URL,Brand,DP Categories,Sub-Folders,Notes,Description,Attributes,Sales Rep,Dealer,Unit of Measure,Budgeted Cost,Actual Cost,Qty,Nested Products
14061154,YOFF-07,WAVEWORKS,https://content.designerpages.com/assets/82458390/YOFF7.png,2025-12-09 18:40:52 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include rectangular desk top, overhead cabinet, undersurface pedestal, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061155,YOFF-08,WAVEWORKS,https://content.designerpages.com/assets/82476098/YOFF8.png,2025-12-16 21:44:17 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include U-shaped desk top, return worksurface, undersurface pedestal, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061156,YOFF-09,WAVEWORKS,https://content.designerpages.com/assets/82458393/YOFF9.png,2025-12-17 20:29:15 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"A private office in U-configuration, furniture assembly to include single pedestal with recessed modesty desk, return & back worksurface, overhead cabinet, undersurface lateral file, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,2,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061157,YOFF-10,WAVEWORKS,https://content.designerpages.com/assets/82458394/YOFF10.png,2025-12-17 20:29:15 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"An L-configuration private office furniture assembly to include single pedestal with recessed modesty desk, return worksurface, overhead cabinet, undersurface pedestal, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,2,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061158,YOFF-11,WAVEWORKS,https://content.designerpages.com/assets/82458397/YOFF11.png,2025-12-17 20:29:15 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"An L-configuration private office furniture assembly to include single pedestal with recessed modesty desk, return worksurface, overhead cabinet, undersurface pedestal, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,4,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061160,YOFF-12,WAVEWORKS,https://content.designerpages.com/assets/82476095/YOFF12.png,2025-12-17 20:29:15 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"A private office furniture assembly to include single pedestal-arc top with recessed modesty desk, back worksurface, overhead cabinet, undersurface lateral file, wardrobe, bookcase, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061193,YREC-1,TESSERA,https://content.designerpages.com/assets/82458802/YREC1.png,2025-12-30 20:32:38 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,RECEPTION DESK,,,Reception Desk with accent panel and undersurface pedestal. ,Model #: 59N2472DSTFL|DIMENSIONS: |Dimensions: SEE F3 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International
14061193,YREC-2,TESSERA,https://content.designerpages.com/assets/82458806/YREC2.png,2025-12-09 18:40:53 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,RECEPTION DESK,,,Reception Desk with accent panel and undersurface pedestal. ,Model #: 59N2472DSTFL|DIMENSIONS: |Dimensions: SEE F3 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International
14061032,YSH-36,DURECON METAL,https://content.designerpages.com/assets/82432464/YSH36Wallshelvings.png,2025-12-16 21:44:18 UTC,,http://designerpages.com/manufacturers/palmieri-furniture,Palmieri Furniture,SHELVING,,"Shelves to be centered along the wall. Verify during field dimensioning that shelves will not conflict with receptacles at wall.

 Shelves to be connected to each other.

Provide hardware are required. Determine if shelves should be anchored to the wall for safety and/or stability.",Shelving unit consisting of starter and adder units; three-high standard single-face wood bookcase with metal shelving.,"Model #: Custom.|DIMENSIONS: |Overall Unit Width: Approximately 216"".|Overall Unit Depth: 12""|Overall Unit Height: 42""|Bookshelves Width: 36""|Shelf Depth: 11.5""|FEATURES: |Case: Wood veneer. |Shelves: Flat standard painted metal shelves. |Number of Shelves: 2 adjustable shelves. |Number of Openings per unit: 3|Base: Standard wood kickplate - finish to match the case.",,,,,,1,Castle Oak on Oak - Palmieri Furniture|Charcoal - Palmieri Furniture
14061033,YSH-72,DURECON METAL,https://content.designerpages.com/assets/82432465/YSH72Wallshelvings.png,2025-12-09 18:40:54 UTC,,http://designerpages.com/manufacturers/palmieri-furniture,Palmieri Furniture,SHELVING,,"Shelves to be centered along the wall. Verify during field dimensioning that shelves will not conflict with receptacles at wall.

Shelves to be connected to each other.

Provide hardware are required. Determine if shelves should be anchored to the wall for safety and/or stability.",Shelving unit consisting of starter and adder units; five-high standard single-face wood bookcase with metal shelving.,"Model #: Custom.|DIMENSIONS: |Overall Unit Width: Approximately 318"".|Overall Unit Depth: 12""|Overall Unit Height: 72""|Bookshelves Width: 36""|Shelf Depth: 11.5""|FEATURES: |Case: Wood veneer. |Shelves: Flat standard painted metal shelves. |Number of Shelves: 4 adjustable shelves. |Number of Openings per unit: 5|Base: Standard wood kickplate - finish to match the case.",,,,,,1,Castle Oak on Oak - Palmieri Furniture|Charcoal - Palmieri Furniture
14061034,YSH-T,DURECON METAL,https://content.designerpages.com/assets/82432466/YSHT.png,2025-12-09 18:40:53 UTC,,http://designerpages.com/manufacturers/palmieri-furniture,Palmieri Furniture,SHELVING,,"Shelves to be centered along the wall. Verify during field dimensioning that shelves will not conflict with receptacles at wall.

Shelves to be connected to each other.

Provide hardware are required. Determine if shelves should be anchored to the wall for safety and/or stability.","Under-window shelving unit with desk at both ends, consisting of starter and adder units; two (2) high standard single-face wood bookcases with metal shelving.","Model #: Custom.|DIMENSIONS: |Overall Unit Width: Approximately 214"".|Overall Unit Depth: 18"" (with desk).|Overall Unit Height: 32"" (with desk). |Bookshelves Width: 36""|Bookshelves Depth: 12""|Bookshelves Height: 30""|Shelf Depth: 11.5""|FEATURES: |Case: Wood veneer. |Shelves: Flat standard painted metal shelves. |Base: Standard wood kickplate - finish to match the case.",,,,,,2,Castle Oak on Oak - Palmieri Furniture|Charcoal - Palmieri Furniture
14061267,YWS-1,ETARRAN,https://content.designerpages.com/assets/82460479/YWS1.png,2025-12-16 21:44:17 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,WORKSTATION,,,"Workstation to include fixed rectangular desk, overhead cabinet, vertical storage, and system panels. ","Model #: Custom.|DIMENSIONS: |Dimensions: SEE F4 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Top/Worksurface: Plastic Laminate.|Vertical Storage: Plastic Laminate.|Overhead Storage: Plastic Laminate |System Panel: Painted metal trims and bases with fabric-wrapped tackable panels, glass top, and power distribution located at the base.|Base/Frame: Painted metal.",,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061269,YWS-2,ETARRAN,https://content.designerpages.com/assets/82476107/YWS2.png,2025-12-09 18:40:54 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,WORKSTATION,,,"Workstation to include fixed rectangular desk, overhead cabinet, vertical storage, and system panels. ","Model #: Custom.|DIMENSIONS: |Dimensions: SEE F4 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Top/Worksurface: Plastic Laminate.|Vertical Storage: Plastic Laminate.|Overhead Storage: Plastic Laminate.|System Panel: Painted metal trims and bases with fabric-wrapped panels, glass top, and power distribution located at the base.|Base/Frame: Painted Metal.",,,,,,2,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061270,YWS-3,ETARRAN,https://content.designerpages.com/assets/82476108/YWS3.png,2025-12-09 18:40:54 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,WORKSTATION,,,"Workstation to include fixed rectangular desk, undersurface pedestal, and system panels. ","Model #: Custom.|DIMENSIONS: |Dimensions: SEE F4 SERIES FOR DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Top/Worksurface: Plastic Laminate.|Undersurface Pedestal: Plastic Laminate.|System Panel: Painted metal trims and bases with fabric-wrapped tackable panels, and power distribution located at the base.|Base/Frame: Painted metal.",,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061309,Z-1,WAVEBRAKE,https://content.designerpages.com/assets/82432985/Z1Rubbermaidmopbucket.jpg,2025-12-16 21:44:18 UTC,,http://designerpages.com/manufacturers/rubbermaid-commercial-products-inc,Rubbermaid Commercial Products,EQUIPMENT,,,"44 qt. side press mop bucket with wringer, drain and dirty water bucket. ","Model #: FG618688YEL|DIMENSIONS: |Width: 16.81""|Depth: 23.63""|Height: 19.75""|FEATURES: |Capacity: 44 qt.|Bucket: Plastic. Include matching color dirty water bucket. |Wringer: Integrated handle on wringer. |Base: Foot-pressed drain with casters. ",,,,,,9,Yellow - Rubbermaid
