Product ID,Code,Product Name,Image URL,Created Date,CHR File Name,DP URL,Brand,DP Categories,Sub-Folders,Notes,Description,Attributes,Sales Rep,Dealer,Unit of Measure,Budgeted Cost,Actual Cost,Qty,Nested Products
14057566,TA-3684S,ADMIX,https://content.designerpages.com/assets/82414997/AllsteelAdmixtelescopinglegs.png,2025-12-09 18:40:30 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - ACTIVITY,,,Rounded rectangular seated height table with HPL top and telescoping legs. ,"Top Model #: ATLADM-TMRREC-3684F-X-LNU1-NU-GN.
|Base Model #: ATLADM-BMTGM3684S-P28-WHB.|DIMENSIONS: |Width: 84""|Depth: 36""|Height: 29""|FEATURES: |Top: Rounded rectangular top with HPL finish.|Edge: Flat square edge - finish to match the top. |Base: Seated-height telescoping legs with painted metal finish.
Wheelbarrow Black (2 Glides + 2 Casters Black) - WHB.|Power/Data: No power/data. ",,,,,,12,Neo Walnut - Allsteel|Fossil - Allsteel
14057558,TA-3696C,ADMIX,https://content.designerpages.com/assets/82415093/AllsteelAdmixtelescopinglegscounterheight.png,2025-12-09 18:40:31 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - ACTIVITY,,,Rounded rectangular counter height table with HPL top and telescoping legs. ,"Top Model #: ATLADM-TMRREC-3696F-X-LNU1-NU-GN.
|Base Model #: ATLADM-BMTGM3696C-P28-WHB.|DIMENSIONS: |Width: 36""|Depth: 96""|Height: 36""|FEATURES: |Top: Rounded rectangular top with HPL finish.|Edge: Flat square edge - finish to match the top. |Base: Counter-height telescoping legs with painted metal finish. 
Wheelbarrow Black (2 Glides + 2 Casters Black) - WHB.|Power/Data: No power/data. ",,,,,,2,Neo Walnut - Allsteel|Fossil - Allsteel
14057519,TA-60,STRUCTURE,https://content.designerpages.com/assets/82414945/AllsteelStructureregtangletable.png,2025-12-09 18:40:32 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - ACTIVITY,,,Rounded rectangular table with HPL top and pedestal base. ,"Top Model #: AMPTLF3660RE-LNU1-NU-GN.
|Base Model #: AMPTPS29M-P28-GLD.|DIMENSIONS: |Width: 60""|Depth: 36""|Height: 29""|FEATURES: |Top: Rounded rectangular top with HPL finish.|Edge: Flat square edge - finish to match the top. |Base: Medium seated-height square pedestal base with glides for hard flooring.|Power/Data: No power/Data.",,,,,,6,Neo Walnut - Allsteel|Fossil - Allsteel
14057509,TA-84,STRUCTURE,https://content.designerpages.com/assets/82414935/AllsteelStructureregtangletable.png,2025-12-09 18:40:32 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - ACTIVITY,,,Rounded rectangular table with HPL top and pedestal base. ,"Top Model #: AMPTLF3648RE-LNU1-NU-GN.
|Base Model #: AMPTPS29M-P28-GLD.|DIMENSIONS: |Width: 84""|Depth: 36""|Height: 29""|FEATURES: |Top: Rounded rectangular top with HPL finish.|Edge: Flat square edge - finish to match the top. |Base: Medium seated-height square pedestal base with glides for hard flooring.|Power/Data: No power/data. ",,,,,,6,Neo Walnut - Allsteel|Fossil - Allsteel
14057629,TC-1,DOCK,https://content.designerpages.com/assets/82415121/KimballDockconftablemetalbaseV.1.png,2025-12-09 18:40:33 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE – CONFERENCE,,,Soft rectangular conference table with metal base and power modules. ,"Table Top Model #: 74K48144SRT.|Base Model #: 74K2711028CFYL.|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 74K0218VCMP.|TABLE TOP DIMENSIONS: |Width: 144""|Depth: 48""|Height: 1 3/16""|BASE DIMENSIONS: |Width: 110""|Depth: 27""|Height: 28""|FEATURES: |Top: Soft rectangular top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted Metal single column Blade Y bases. Include glides for carpet floors. |Power Module: (2) M2X Dual Retractable Power Centers, with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left & right. |Cable Management: Include metal Vertical Cable Managers.",,,,,,1,Tuscan - Kimball International|Graphite - Kimball International
14057631,TC-2a,DOCK,https://content.designerpages.com/assets/82415123/KimballDockconftablemetalbaseV.1.png,2025-12-22 17:54:22 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE – CONFERENCE,,,Soft rectangular conference table with metal base and power modules.,"Table Top Model #: 74K48120SRT1P.|Base Model #: 74K279828CFYL.|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 74K0218VCMP.|TABLE TOP DIMENSIONS: |Width: 120""|Depth: 48""|Height: 1 3/16""|BASE DIMENSIONS: |Width: 98""|Depth: 27""|Height: 28""|FEATURES: |Top: Soft rectangular top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted Metal single column Blade Y bases. Include glides for carpet floors. |Power Module: (2) M2X Dual Retractable Power Centers, with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left & right. |Cable Management: Include Metal Vertical Cable Managers.",,,,,,1,Tuscan - Kimball International|Graphite - Kimball International
14057632,TC-2b,DOCK,https://content.designerpages.com/assets/82415124/KimballDockconftablemetalbaseV.1.png,2025-12-09 18:40:34 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE – CONFERENCE,,,Soft rectangular conference table with metal base and power modules.,"Table Top Model #: 74K48120SRT1P|Base Model #: 74K279828CFYL|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 74K0218VCMP.|TABLE TOP DIMENSIONS: |Width: 120""|Depth: 48""|Height: 1 3/16""|BASE DIMENSIONS: |Width: 98""|Depth: 27""|Height: 27 3/4""|FEATURES: |Top: Soft rectangular top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted Metal single column Blade Y bases. Include glides for carpet floors. |Power Module: (2) M2X Dual Retractable Power Centers, with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left & right. |Cable Management: Include metal Vertical Cable Managers.",,,,,,1,Driftwood - Kimball International|Graphite - Kimball International
14057627,TC-3,DOCK,https://content.designerpages.com/assets/82415110/KimballDockconftablepanelbase.png,2025-12-09 18:40:34 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE – CONFERENCE,,,Racetrack conference table top with rectangular base and power modules.,"Table Top Model #: 74K48144RC.|Base Model #: 74K2410228B.|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 75K56WSSR.|DIMENSIONS: |Width: 144""|Depth: 48""|Height: 1 3/16""|BASE DIMENSIONS: |Width: 102""|Depth: 26""|Height: 28""|FEATURES: |Top: Racetrack top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Rectangular beam base with plain HPL end caps to match the tabletop. Include glides for carpet floors.|Power Module: (3) M2X Dual Retractable Power Centers. with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left, right, and center of the table. |Cable Management: Include undersurface cable manager (rail).",,,,,,1,Tuscan - Kimball International
14057664,TC-4,TRIBUTAIRE,https://content.designerpages.com/assets/82416086/KITributaireboattablewarmgreyedge.png,2025-12-23 20:50:21 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE – CONFERENCE,,,Boat shape table with painted metal base.,"Model #: TJBAT48120-74P-LWL-NCH-WG-GLP-NNN.|DIMENSIONS: |Width: 120""|Depth: 48""|Height: 29""|FEATURES: |Top: HPL boat shape top. |Edge: 74P edge - finish to match the top. |Base: Painted metal with lower profile glides for hard floors. |Power Module: No power module.",,,,,,2,White Nebula - KI|Warm Grey - KI
14057664,TC-5,TRIBUTAIRE,https://content.designerpages.com/assets/82416086/KITributaireboattablewarmgreyedge.png,2025-12-09 18:40:35 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE – CONFERENCE,,,Boat shape table with painted metal base with power modules. ,"Model #: TJBAT48120-74P-LWL-NCH-WG-GLP-MA1-9.|DIMENSIONS: |Width: 120""|Depth: 48""|Height: 29""|FEATURES: |Top: HPL boat shape top. |Edge: 74P edge - finish to match the top. |Base: Painted metal with lower profile glides for hard floors. |Power Module: (2) Nacre Pop-Up module with 2 power outlets, USB-A/C. Power modules shall be located on each end of table. ",,,,,,1,White Nebula - KI|Warm Grey - KI
14057633,TC-6,DOCK,https://content.designerpages.com/assets/82415126/KimballDockconftablemetalbaseV.1.png,2025-12-09 18:40:36 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE – CONFERENCE,,,Soft rectangular conference table with metal base and power modules. ,"Table Top Model #: 74K4896SRT.|Base Model #: 74K276428CFYL.|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 74K0218VCMP.|TABLE TOP DIMENSIONS: |Width: 96""|Depth: 48""|Height: 1 3/16""|BASE DIMENSIONS: |Width: 64""|Depth: 27""|Height: 27.75""|FEATURES: |Top: Soft rectangular top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted Metal single column Blade Y bases. Include glides for carpet floors. |Power Module: (2) M2X Dual Retractable Power Centers, with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left & right. Include metal Vertical Cable Managers.|Cable Management: Include metal Vertical Cable Managers.",,,,,,1,Tuscan - Kimball International|Graphite - Kimball International
14054261,TCAF-2,MTS SERIES,https://content.designerpages.com/assets/82417009/VircoMTSSeriessquaretableADA.png,2025-12-09 18:40:36 UTC,,http://designerpages.com/manufacturers/virco-2,Virco,TABLE - CAFETERIA,,,"Mobile stool table with built-in seating for 12, ADA-Compliant. ","Model #: MTS19311012WAE.|DIMENSIONS: |Width: 126""|Depth: 29.75""|Height: 31""|FEATURES: |Top: HPL top. |Seat: Soft Plastic.|Edge: Urethane-based sure edge.|Frame/Leg: Tubular steel frame with heavy duty wheel and glides for hard floors. |Mechanisms.: Up-and down-lock mechanism with Torsion bars for smooth operation. Include opening and closing safety device. ",,,,,,8,Asian Sand - Virco|Char Black - Virco|Black - Virco|Chrome - Virco
14058433,TCAF-3,MT SERIES,https://content.designerpages.com/assets/82419733/VircoMTSeriesMobileTablerectangulardiningtable.png,2025-12-09 18:40:37 UTC,,http://designerpages.com/manufacturers/virco-2,Virco,TABLE - CAFETERIA,,,Rectangular mobile table with HPL top and chrome base.,"Model #: TABLE-MT3096-MPL008BLK01-CHRM.|DIMENSIONS: |Width: 96""|Depth: 30""|Height: 29""|FEATURES: |Top: HPL top. |Edge: Urethane-based sure edge.|Frame/Leg: Tubular steel frame with heavy duty wheel and glides for hard floors. |Mechanisms: Up-and down-lock mechanism with Torsion bars for smooth operation. Include opening and closing safety device. ",,,,,,15,Asian Sand - Virco|Char Black - Virco|Chrome - Virco
14057636,TG-1,DOCK,https://content.designerpages.com/assets/82416360/TGKimballDock.PNG,2025-12-09 18:40:38 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE - GUEST,,,Round meeting table with metal X base on glides. ,"Table Top Model #: 74K36RD.|Base Model #: 74K3228CFX.|DIMENSIONS: |Diameter: 36""|Height: 1 3/16""|FEATURES: |Top: Round top in HPL. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted metal blade X base. Include glide for carpet floors. |Power/Data: No power and data. ",,,,,,8,Tuscan - Kimball International|Graphite - Kimball International
14057651,TG-2,DOCK,https://content.designerpages.com/assets/82415170/TGKimballDockwithCasters.jpg,2025-12-23 19:39:52 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE - GUEST,,,Round meeting table with metal X base on casters.,"Table Top Model #: 74K36RD.|Base Model #: 74K3228CFXM.|TABLE TOP DIMENSIONS: |Diameter: 36""|Height: 1 3/16""|FEATURES: |Top: Round top in HPL. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted metal Blade X base on casters.  ",,,,,,12,Tuscan - Kimball International|Graphite - Kimball International
14057635,TG-3,DOCK,https://content.designerpages.com/assets/82415132/KimballDockconftablemetalbaseV.1.png,2025-12-09 18:40:39 UTC,,http://designerpages.com/manufacturers/kimball-international,Kimball International,TABLE - GUEST,,,Soft rectangular table with metal base and power modules. ,"Table Top Model #: 74K4272SRT.|Base Model #: 74K275828CFYL.|Power Model #: KCU0810ELPDCPC.|Cable Management Model #: 74K0218VCMP.|TABLE TOP DIMENSIONS: |Width: 72""|Depth: 42""|Height: 1 3/16""|BASE DIMENSIONS: |Width: |Depth: |Height: |FEATURES: |Top: Soft rectangular top in HPL. Grain direction on two and three pieces woodgrain laminate tops runs with the width. |Edge: Self-edge rim (J) - finish to match the top. |Base: Painted Metal single column Blade Y bases. Include glides for carpet floors. |Power Module: (2) M2X Dual Retractable Power Centers, with (3) power outlets, (2) USB-A, (2) USB-C, network jack, and HDMI. The modules shall be located inside left & right. |Cable Management: Include metal Vertical Cable Managers.",,,,,,2,Tuscan - Kimball International|Graphite - Kimball International
14059173,T-LEC,TRIBUTAIRE,https://content.designerpages.com/assets/82423492/KITributairelecternnostorage.png,2025-12-09 18:40:39 UTC,,http://designerpages.com/manufacturers/ki,KI,LECTERN,,,"Pneumatic height adjustable lectern with felt modesty panel on casters, no storage.","Model #: TJLPN1922-EWG-LWL-NCH-WG-C-CWG-NNN-PMP-FTHR.|DIMENSIONS: |Width: 22""|Depth: 19""|Height: 34""-48""|FEATURES: |Top: HPL top with toolless articulating top allows for top to be angled or flat. |Base: Painted metal pneumatic adjustable base.|Modesty Panel: PET Felt. |Casters: Warm Grey casters. |Storage: No storage cabinet. ",,,,,,11,White Nebula - KI|Warm Grey - KI|Heather - KI
14059176,TM-1,TRIBUTAIRE,https://content.designerpages.com/assets/82423497/KITributairerectangulartable.png,2025-12-09 18:40:40 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE - MODULAR,,,Rectangular nesting table with painted metal legs and casters.,"Model #: TJHLA2460-74P-EWG-LWL-NCH-C-NNN-NMP.|DIMENSIONS: |Width: 60""|Depth: 24""|Height: 29""|FEATURES: |Top: Rectangular flip top nesting table in HPL finish. |Edge: 74P edge.|Base: Painted metal base with casters. |Ganging Mechanism: Include ganging kits. ",,,,,,240,White Nebula - KI|Warm Grey - KI
14059180,TM-2,TRIBUTAIRE,https://content.designerpages.com/assets/82423502/KITributairerectangulartablemodestypanel.png,2025-12-09 18:40:41 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE - MODULAR,,,"Rectangular fixed top table with modesty panel and painted metal legs, on casters. ","Model #: TJHAA2460-74P-EWG-LWL-NCH-NNN-PMP.|DIMENSIONS: |Width: 60""|Depth: 24""|Height: 29""|FEATURES: |Top: Rectangular fixed top table in HPL finish. |Edge: 74P edge.|Base: Painted metal base with casters. |Modesty Panel: PET Felt. |Ganging Mechanism: Include ganging kits. ",,,,,,32,White Nebula - KI|Warm Grey - KI|Heather - KI
14059182,TR-42,STRUCTURE,https://content.designerpages.com/assets/82423506/AllsteelStructureroundtable.png,2025-12-09 18:40:41 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - ROUND,,,Round top table with a round pedestal base.,"Top Model #: AMPTLFPO42RND-LNU1-NU-C0.|Base Model #: AMPTPR29L-P28.|DIMENSIONS: |Diameter: 42""|Height: 29"" (Seated Height).|FEATURES: |Top: Round top with HPL finish. |Edge: Flat edge - finish to match the top. |Base: Large round pedestal base at seated height with powder-coated finish. ",,,,,,17,Neo Walnut - Allsteel|Fossil - Allsteel
14061296,TRE-1,NEOCAST,https://content.designerpages.com/assets/82432934/FurniturelabNeocastsquare.png,2025-12-09 18:40:42 UTC,,http://designerpages.com/manufacturers/furniturelab,FurnitureLab,TABLE - SPECIAL,,,Square HPL top with metal column X base. ,"Model #: Custom.|DIMENSIONS: |Width: 30""|Depth: 30""|Height: 28.5""|FEATURES: |Top: NeoCast laminate table top.|Edge: Small flat eased urethane edge .|Base: Galaxy table base: 15"" spider size, 3"" column size. Include Super leveler glide.",,,,,,40,Pinnacle Walnut - FurnitureLab|Graphite - FurnitureLab|Black Wrinkle - FurnitureLab
14061297,TRE-2,NEOCAST,https://content.designerpages.com/assets/82432935/FurniturelabNeocastround.png,2025-12-09 18:40:42 UTC,,http://designerpages.com/manufacturers/furniturelab,FurnitureLab,TABLE - SPECIAL,,,Round HPL top with metal column X base. ,"Model #: Custom.|DIMENSIONS: |Diameter: 48""|Height: 28.5""|FEATURES: |Top: Neocast laminate table top. |Edge: Full bull nose urethane edge. |Base: Galaxy table base: 15"" spider size, 4"" column size. Include Super leveler glide. ",,,,,,2,Pinnacle Walnut - FurnitureLab|Graphite - FurnitureLab|Black Wrinkle - FurnitureLab
14054272,TSCI-1,MAKERSPACE,https://content.designerpages.com/assets/82415108/AlumiMakerspace.png,2025-12-09 18:40:43 UTC,,http://designerpages.com/manufacturers/alumni-educational-solutions,Alumni Educational Solutions,TABLE - SPECIAL,,,Counter-height table with custom phenolic top.,"Model #: Custom.|DIMENSIONS: |Width: 60""|Depth: 30""|Height: 36""|FEATURES: |Top: Custom phenolic.|Frame: Fully welded mounting plate with integrated cord trough, attached to four 2"" × 2"" steel legs; fixed height with powder-coated finish.|Casters: 4"" Gray Single Wheel Locking",,,,,,96,Greige - Panolam Surface Systems|Black - Alumni Educational Solutions
14057488,TSCI-2,MAKERSPACE,https://content.designerpages.com/assets/82414862/AlumiMakerspace.png,2025-12-09 18:40:44 UTC,,http://designerpages.com/manufacturers/alumni-educational-solutions,Alumni Educational Solutions,TABLE - SPECIAL,,,Seated-height table with custom phenolic top.,"Model #: Custom.|DIMENSIONS: |Width: 60""|Depth: 30""|Height: 29""|FEATURES: |Top: Custom Phenolic.|Frame: Fully welded mounting plate with integrated cord trough, attached to four 2"" × 2"" steel legs; fixed height with powder-coated finish.|Casters: 4"" Gray Single Wheel Locking.",,,,,,8,Greige - Panolam Surface Systems|Black - Alumni Educational Solutions
14057549,TTC-1,STRUCTURE,https://content.designerpages.com/assets/82414949/AllsteelStructureroundtable.png,2025-12-09 18:40:45 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - OCCASIONAL - COFFEE,,,Round top table with a round pedestal base.,"Top Model #: AMPTLFPO36RND-LNU1-NU-C0.
|Base Model #: AMPTPR26M-P28.|DIMENSIONS: |Diameter: 36""|Height: 27"" (Continental Height).|FEATURES: |Top: Round top with HPL finish. |Edge: Flat Edge - finish to match the top.|Base: Medium round pedestal base at continental height with powder-coated finish. Include glides for carpet floors.",,,,,,6,Neo Walnut - Allsteel|Fossil - Allsteel
14057550,TTC-2,STRUCTURE,https://content.designerpages.com/assets/82414950/AllsteelStructureoccroundtable.png,2025-12-09 18:40:45 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - OCCASIONAL - COFFEE,,,Round top table with a round pedestal base,"Top Model #: AMPTLFPO24RND-LNU1-NU-C0.|Base Model #: AMPTPR26M-P28.|DIMENSIONS: |Diameter: 24""|Height: 27"" (Continental Height).|FEATURES: |Top: Round top with HPL finish. |Edge: Flat Edge - finish to match the top|Base: Medium round pedestal base at continental height with powder-coated finish. Include glides for hard floors.",,,,,,4,Neo Walnut - Allsteel|Fossil - Allsteel
14057517,TTC-3,STRUCTURE,https://content.designerpages.com/assets/82414943/AllsteelStructureoccdiamondtable.png,2025-12-09 18:40:46 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - OCCASIONAL - COFFEE,,,Small diamond top table with a square pedestal base.,"Top Model #: AMPTLF3050DIA-LNU1-NU-C0.
|Base Model #: AMPTPS26L-P28.|DIMENSIONS: |Width: 50""|Depth: 30""|Height: 27"" (Continental Height).|FEATURES: |Top: HPL top. Woodgrain laminate to be oriented with grain direction running parallel to the length of the tabletop.|Edge: Flat Edge - finish to match the top.|Base: Large square pedestal base at continental height with powder-coated finish. Include glides for carpet floors. ",,,,,,2,Neo Walnut - Allsteel|Fossil - Allsteel
14057501,TTL-1,C-TABLE,https://content.designerpages.com/assets/82414922/KICtablelaptoptable.png,2025-12-09 18:40:46 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE - OCCASIONAL - LAPTOP,,,Round laptop table.,"Model #: CTABLE-73P-LWL-WG.|DIMENSIONS: |Tabletop Diameter: 18""|Base Diameter: 15.5""|Height: 27"" (Fixed Height)|FEATURES: |Top: HPL top. |Edge: Flat Edge - finish to match the top|Base: Single column base in powder coat finish. Include glides for hard floors. ",,,,,,23,White Nebula - KI|Warm Grey - KI
14057616,TTL-2,C-TABLE MAX,https://content.designerpages.com/assets/82415082/KICtableMaxlaptoptable.png,2025-12-09 18:40:47 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE - OCCASIONAL - LAPTOP,,,Small rectangle laptop table.,"Model #: CMDGA2026-73P-LWL-WG.|DIMENSIONS: |Tabletop Width: 26""|Tabletop Depth: 20""|Overall Height: 26"" (Fixed height).|Base Diameter: 19.75""|FEATURES: |Top: HPL top. |Edge: Flat Edge - finish to match the top. Include glides for hard floors. |Base: Two column base in powder coat finish",,,,,,3,White Nebula - KI|Warm Grey - KI
14057551,TTS-1,STRUCTURE,https://content.designerpages.com/assets/82414951/AllsteelStructureoccroundtable.png,2025-12-09 18:40:48 UTC,,http://designerpages.com/manufacturers/allsteel-inc,Allsteel,TABLE - OCCASIONAL - SIDE,,,Round top table with a round pedestal base,"Top Model #: AMPTLFPO24RND-LNU1-NU-C0.
|Base Model #: AMPTPR18M-P28.|DIMENSIONS: |Diameter: 24""|Height: 18"" (Occasional Height).|FEATURES: |Top: HPL top. Woodgrain laminate to be oriented with grain direction running parallel to the length of the tabletop.|Edge: Flat Edge - finish to match the top|Base: Medium round pedestal base at continental height with powder-coated finish. Include glides for hard floors.",,,,,,5,Neo Walnut - Allsteel|Fossil - Allsteel
14057012,TTS-2,X&O,https://content.designerpages.com/assets/82413289/OFSXOocctable.png,2025-12-09 18:40:48 UTC,,http://designerpages.com/manufacturers/ofs-carolina,"Carolina, an OFS Company",TABLE - OCCASIONAL - SIDE,,,Round occasional laminate drum table.,"Model #: 810-24RDT-20|DIMENSIONS: |Width: 24""|Height: 20""|FEATURES: |Top & Case : Laminate|Base: 3"" Plinth Base ",,,,,,2,Peak - OFS|Slate Grey - OFS
14070304,TZ-1,Brainstorm Workbench,https://content.designerpages.com/assets/82462363/TZ1CEFBrainstormworkbench.jpg,2025-12-09 18:40:49 UTC,,http://designerpages.com/manufacturers/cef-custom-educational-furnishings,CEF - Custom Educational Furnishings,TABLE - SPECIAL,,,Laminate table with metal legs and robotics bumper kit.,"DIMENSIONS: |Width: 72""|Depth: 42""|Height: 34""|FEATURES: |Top: Plastic Laminate |Base: Metal|Options: Include Robotics Bumper Kit",,,,,,8,Northsea Grey - CEF - Custom Educational Furnishings|Silver - CEF - Custom Educational Furnishings
14061180,TZ-2,STOUT,https://content.designerpages.com/assets/82432677/KISTOUTtable.png,2025-12-09 18:40:50 UTC,,http://designerpages.com/manufacturers/ki,KI,TABLE - SPECIAL,,,Height adjustable rectangular table with HPL top and painted metal post-leg with footrest. ,"Model #: SUEFA4872-74P-EWG-LWL-NPB-WG-SFT-GNY-NNN-NB.|DIMENSIONS: |Width: 72""|Depth: 48""|Height: 27""-40"".|FEATURES: |Top: Rectangular top in HPL.|Edge: 74P edge.|Base/Frame: Height-adjustable painted metal post-leg with single footrest; include glides suitable for hard flooring.|Power/Data: No power/data. ",,,,,,1,White Nebula - KI|Warm Grey - KI|Warm Grey - KI
14061031,YOFF-01,WAVEWORKS,https://content.designerpages.com/assets/82458384/YOFF1.png,2025-12-09 18:40:50 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include U-shaped desk top, return worksurface, overhead cabinet, undersurface pedestal, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,3,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061144,YOFF-02,WAVEWORKS,https://content.designerpages.com/assets/82458385/YOFF2.png,2025-12-09 18:40:51 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include U-shaped desk top, return worksurface, overhead cabinet, undersurface pedestal, wardrobe, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,6,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061149,YOFF-03,WAVEWORKS,https://content.designerpages.com/assets/82458386/YOFF3.png,2025-12-09 18:40:51 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include U-shaped desk top, return worksurface, overhead cabinet, undersurface pedestal, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,4,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061151,YOFF-04,WAVEWORKS,https://content.designerpages.com/assets/82458387/YOFF4.png,2025-12-09 18:40:51 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"A L-configuration office furniture assembly to include rectangular desk top, return worksurface, and undersurface pedestal.",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,2,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061152,YOFF-05,WAVEWORKS,https://content.designerpages.com/assets/82458388/YOFF5.png,2025-12-09 18:40:52 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include rectangular desk top, overhead cabinet, undersurface pedestal, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,9,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
14061153,YOFF-06,WAVEWORKS,https://content.designerpages.com/assets/82458389/YOFF6.png,2025-12-09 18:40:52 UTC,,http://designerpages.com/manufacturers/national-office-furniutre,National by Kimball International,OFFICE,,,"Typical private office furniture assembly to include rectangular desk top, overhead cabinet, undersurface pedestal, and fabric wrapped panel. ",Model #: Custom.|DIMENSIONS: |Dimensions: SEE F2 SERIES DRAWINGS FOR EXACT DIMENSIONS AND CONFIGURATION.|FEATURES: |Casegoods: Plastic Laminate.|Metal Elements & Hardware: Painted metal.|Panel: Fabric wrapped.,,,,,,1,Tuscan - Kimball International|Graphite - Kimball International|Mist - Maharam
